iteration,parameter,value,parset
58,app.mthd.ts.r1,0.133938762788964,3-058
59,app.mthd.ts.r1,-0.22718487549512,3-059
60,app.mthd.ts.r1,-0.140077835556713,3-060
61,app.mthd.ts.r1,0.0871629234988298,3-061
62,app.mthd.ts.r1,-0.422812366230541,3-062
63,app.mthd.ts.r1,0.159623459389334,3-063
64,app.mthd.ts.r1,-0.216067020936307,3-064
65,app.mthd.ts.r1,-0.115254414517414,3-065
66,app.mthd.ts.r1,-0.038371769717353,3-066
67,app.mthd.ts.r1,0.0141969440064096,3-067
68,app.mthd.ts.r1,-0.0944439547874263,3-068
69,app.mthd.ts.r1,-0.129855866627848,3-069
70,app.mthd.ts.r1,-0.161456014164163,3-070
71,app.mthd.ts.r1,0.103757864048412,3-071
72,app.mthd.ts.r1,-1.00719723250469,3-072
73,app.mthd.ts.r1,-0.211109238618926,3-073
74,app.mthd.ts.r1,-0.229178070859176,3-074
75,app.mthd.ts.r1,-0.214609543408,3-075
76,app.mthd.ts.r1,-0.146599697388145,3-076
77,app.mthd.ts.r1,-0.300044175648818,3-077
78,app.mthd.ts.r1,-0.0428513967842758,3-078
79,app.mthd.ts.r1,-0.0924098217431841,3-079
80,app.mthd.ts.r1,-0.063907018377023,3-080
81,app.mthd.ts.r1,-0.0166643458206225,3-081
82,app.mthd.ts.r1,-0.0684724220599541,3-082
83,app.mthd.ts.r1,0.192269353391056,3-083
84,app.mthd.ts.r1,-0.0358448585692023,3-084
85,app.mthd.ts.r1,-0.0608560228801434,3-085
86,app.mthd.ts.r1,-0.0430705320027765,3-086
87,app.mthd.ts.r1,-0.231770812398926,3-087
88,app.mthd.ts.r1,-1.20285085850961,3-088
89,app.mthd.ts.r1,-0.0867390363428675,3-089
90,app.mthd.ts.r1,-0.170572801069205,3-090
91,app.mthd.ts.r1,-0.16391013995924,3-091
92,app.mthd.ts.r1,-0.258012489717634,3-092
93,app.mthd.ts.r1,-0.219036846493135,3-093
94,app.mthd.ts.r1,-0.178749177677989,3-094
95,app.mthd.ts.r1,-0.159637661957843,3-095
96,app.mthd.ts.r1,-0.148869316201788,3-096
97,app.mthd.ts.r1,-0.193274652520297,3-097
98,app.mthd.ts.r1,0.0130516740827741,3-098
99,app.mthd.ts.r1,-0.170080016030981,3-099
100,app.mthd.ts.r1,-0.113836098112631,3-100
1,man.ph.r1,0.703387192712606,3-001
2,man.ph.r1,0.363759324366466,3-002
3,man.ph.r1,0.395734732194737,3-003
4,man.ph.r1,0.548822170403273,3-004
5,man.ph.r1,0.618743038055611,3-005
6,man.ph.r1,0.866559726929221,3-006
7,man.ph.r1,-0.0285390970416834,3-007
8,man.ph.r1,0.179125830688175,3-008
9,man.ph.r1,0.131433308907195,3-009
10,man.ph.r1,0.310864163283773,3-010
11,man.ph.r1,0.403585834813278,3-011
12,man.ph.r1,0.259005472986489,3-012
13,man.ph.r1,0.154859202767186,3-013
14,man.ph.r1,0.543800168499478,3-014
15,man.ph.r1,0.54566131116049,3-015
16,man.ph.r1,0.299826509310169,3-016
17,man.ph.r1,0.261595472179635,3-017
18,man.ph.r1,0.342483322313967,3-018
19,man.ph.r1,0.362439498381075,3-019
20,man.ph.r1,0.456706216515775,3-020
21,man.ph.r1,-0.0604676617747055,3-021
22,man.ph.r1,0.312198660843033,3-022
23,man.ph.r1,0.316978475803278,3-023
24,man.ph.r1,0.47326790629183,3-024
25,man.ph.r1,0.326600672379933,3-025
26,man.ph.r1,0.112596608542173,3-026
27,man.ph.r1,0.644049741383627,3-027
28,man.ph.r1,-0.0342625055326518,3-028
29,man.ph.r1,0.214466782247809,3-029
30,man.ph.r1,0.725058583984468,3-030
31,man.ph.r1,0.123267401225093,3-031
32,man.ph.r1,0.510368117072926,3-032
33,man.ph.r1,0.37237499949255,3-033
34,man.ph.r1,0.697558583420153,3-034
35,man.ph.r1,0.50855134925665,3-035
36,man.ph.r1,0.360335531085819,3-036
37,man.ph.r1,0.177958546866258,3-037
38,man.ph.r1,0.467899482027683,3-038
39,man.ph.r1,0.0818143439063396,3-039
40,man.ph.r1,0.366151046211317,3-040
41,man.ph.r1,0.43699185014765,3-041
42,man.ph.r1,0.46961465467244,3-042
43,man.ph.r1,0.468878285247716,3-043
44,man.ph.r1,0.637354952775323,3-044
45,man.ph.r1,0.429831326489445,3-045
46,man.ph.r1,0.500443951801764,3-046
47,man.ph.r1,0.235746684643265,3-047
48,man.ph.r1,0.244703710286342,3-048
49,man.ph.r1,0.140740782198606,3-049
50,man.ph.r1,0.438643666543743,3-050
51,man.ph.r1,0.424541730902562,3-051
52,man.ph.r1,0.317360673948453,3-052
53,man.ph.r1,-0.0804961873993165,3-053
54,man.ph.r1,0.361599256879676,3-054
55,man.ph.r1,0.342911487566736,3-055
56,man.ph.r1,0.279402317190326,3-056
57,man.ph.r1,0.334419485514918,3-057
58,man.ph.r1,0.604082387868467,3-058
59,man.ph.r1,0.284514862641222,3-059
60,man.ph.r1,0.57278676053608,3-060
61,man.ph.r1,0.616620071038561,3-061
62,man.ph.r1,0.69424467707649,3-062
63,man.ph.r1,0.575584072239024,3-063
64,man.ph.r1,0.378805898703754,3-064
65,man.ph.r1,0.513314232042854,3-065
66,man.ph.r1,0.364916426519993,3-066
67,man.ph.r1,0.614980142095409,3-067
68,man.ph.r1,0.503673960127356,3-068
69,man.ph.r1,0.6261163986926,3-069
70,man.ph.r1,0.334717517551172,3-070
71,man.ph.r1,0.46634973207063,3-071
72,man.ph.r1,0.241984400422737,3-072
73,man.ph.r1,0.341071955485451,3-073
74,man.ph.r1,0.148082357681592,3-074
75,man.ph.r1,0.361854093389403,3-075
76,man.ph.r1,0.432972303146227,3-076
77,man.ph.r1,0.174790168004078,3-077
78,man.ph.r1,0.477632115437891,3-078
79,man.ph.r1,0.473197165855434,3-079
80,man.ph.r1,0.206050367191309,3-080
81,man.ph.r1,0.166536367971321,3-081
82,man.ph.r1,0.487736395974411,3-082
83,man.ph.r1,0.19219339378553,3-083
84,man.ph.r1,0.116591190026342,3-084
85,man.ph.r1,0.520160283234994,3-085
86,man.ph.r1,0.568441587739373,3-086
87,man.ph.r1,0.16621961115418,3-087
88,man.ph.r1,0.267506066275546,3-088
89,man.ph.r1,0.0653512859956776,3-089
90,man.ph.r1,0.0107187479879716,3-090
91,man.ph.r1,0.171621140984241,3-091
92,man.ph.r1,0.138125059780447,3-092
93,man.ph.r1,0.238212061154069,3-093
94,man.ph.r1,0.17621064107488,3-094
95,man.ph.r1,0.313180212704337,3-095
96,man.ph.r1,0.158887696698662,3-096
97,man.ph.r1,0.14980617047289,3-097
98,man.ph.r1,0.0942509092649609,3-098
99,man.ph.r1,0.627955114645444,3-099
100,man.ph.r1,0.225356522365931,3-100
1,int.r2,-1.32688490586907,3-001
2,int.r2,-1.07066763861542,3-002
3,int.r2,-1.05528778665305,3-003
4,int.r2,-1.40765859360899,3-004
5,int.r2,-1.46640200113436,3-005
6,int.r2,-1.76333103172644,3-006
7,int.r2,-1.05161823704984,3-007
8,int.r2,-1.04348546169291,3-008
9,int.r2,-0.978260968013242,3-009
10,int.r2,-1.09619954807485,3-010
11,int.r2,-1.21164447870355,3-011
12,int.r2,-1.41350256911959,3-012
13,int.r2,-1.02088817799894,3-013
14,int.r2,-1.12200196376692,3-014
15,int.r2,-1.09414761429149,3-015
16,int.r2,-1.42006024031502,3-016
17,int.r2,-1.2595126449314,3-017
18,int.r2,-1.93284363397615,3-018
19,int.r2,-1.18521434480086,3-019
20,int.r2,-1.14411649961103,3-020
21,int.r2,-1.16527829898834,3-021
22,int.r2,-1.29681636395973,3-022
23,int.r2,-1.24862529446385,3-023
24,int.r2,-1.55627180661208,3-024
25,int.r2,-1.95666877469478,3-025
26,int.r2,-0.972983157654549,3-026
27,int.r2,-2.31680097011357,3-027
28,int.r2,-1.15656878876441,3-028
29,int.r2,-0.951139248079313,3-029
30,int.r2,-1.70805880283963,3-030
31,int.r2,-0.985030969314617,3-031
32,int.r2,-1.32079045234491,3-032
33,int.r2,-1.4951680892346,3-033
34,int.r2,-1.81125505673414,3-034
35,int.r2,-1.2142972849791,3-035
36,int.r2,-1.10049479608061,3-036
37,int.r2,-1.17214685021704,3-037
38,int.r2,-1.10689816722255,3-038
39,int.r2,-1.05581517322716,3-039
40,int.r2,-1.32405761559902,3-040
41,int.r2,-1.27798145919791,3-041
42,int.r2,-1.2261577373311,3-042
43,int.r2,-1.95309806981744,3-043
44,int.r2,-1.53930133640907,3-044
45,int.r2,-1.26568147024189,3-045
46,int.r2,-1.2463705128836,3-046
47,int.r2,-1.31383962347424,3-047
48,int.r2,-1.23935093378659,3-048
49,int.r2,-1.46302282198993,3-049
50,int.r2,-0.917589805090014,3-050
51,int.r2,-1.19618684102594,3-051
52,int.r2,-1.1080688076845,3-052
53,int.r2,-1.01128653019104,3-053
54,int.r2,-0.998279422376558,3-054
55,int.r2,-1.74528869081887,3-055
56,int.r2,-1.23568750633762,3-056
57,int.r2,-1.40237170905081,3-057
58,int.r2,-1.35852531839599,3-058
59,int.r2,-1.48256388032996,3-059
60,int.r2,-1.26949927968024,3-060
61,int.r2,-1.8245225869195,3-061
62,int.r2,-2.46063442874989,3-062
63,int.r2,-1.76623292913479,3-063
64,int.r2,-1.27815543771879,3-064
65,int.r2,-1.27259037469882,3-065
66,int.r2,-1.56008709321232,3-066
67,int.r2,-1.52838330598678,3-067
68,int.r2,-1.28906393451218,3-068
69,int.r2,-1.67533942428664,3-069
70,int.r2,-1.17461924703888,3-070
71,int.r2,-1.16913361409562,3-071
72,int.r2,-1.30181829010222,3-072
73,int.r2,-1.28362082307206,3-073
74,int.r2,-1.07802624966493,3-074
75,int.r2,-1.66178159916451,3-075
76,int.r2,-1.28199151053867,3-076
77,int.r2,-1.20470437658691,3-077
78,int.r2,-1.27689817244834,3-078
79,int.r2,-1.24727289179717,3-079
80,int.r2,-1.11509903192403,3-080
81,int.r2,-1.28873455940924,3-081
82,int.r2,-1.08062129456509,3-082
83,int.r2,-1.21707342415267,3-083
84,int.r2,-1.09550875873941,3-084
85,int.r2,-1.22746768700267,3-085
86,int.r2,-1.45115111521816,3-086
87,int.r2,-1.14239276538076,3-087
88,int.r2,-1.49490712582443,3-088
89,int.r2,-1.0295610456258,3-089
90,int.r2,-1.0639503341235,3-090
91,int.r2,-1.08184635170095,3-091
92,int.r2,-1.15633247392516,3-092
93,int.r2,-1.08332120558823,3-093
94,int.r2,-1.02045360536208,3-094
95,int.r2,-1.39992864796101,3-095
96,int.r2,-1.08527988879848,3-096
97,int.r2,-1.09856298089874,3-097
98,int.r2,-0.905082146451354,3-098
99,int.r2,-1.28136915311559,3-099
100,int.r2,-1.14768909859203,3-100
1,rain.rate.r2,0.486154804659172,3-001
2,rain.rate.r2,0.134238542034375,3-002
3,rain.rate.r2,-0.215749719343378,3-003
4,rain.rate.r2,0.582546940260932,3-004
5,rain.rate.r2,0.768559262237985,3-005
6,rain.rate.r2,1.49179888333291,3-006
7,rain.rate.r2,2.22578303380591,3-007
8,rain.rate.r2,0.624523370983807,3-008
9,rain.rate.r2,2.06887687740026,3-009
10,rain.rate.r2,0.124630973388447,3-010
11,rain.rate.r2,0.0488499336604973,3-011
12,rain.rate.r2,0.882147053572053,3-012
13,rain.rate.r2,0.00748543723467815,3-013
14,rain.rate.r2,0.065478613036236,3-014
15,rain.rate.r2,0.62329696863271,3-015
16,rain.rate.r2,0.551923682765243,3-016
17,rain.rate.r2,0.457142213414888,3-017
18,rain.rate.r2,0.208291852622904,3-018
19,rain.rate.r2,0.242676192155438,3-019
20,rain.rate.r2,0.389789082206089,3-020
21,rain.rate.r2,1.81934806175619,3-021
22,rain.rate.r2,0.448081057556737,3-022
23,rain.rate.r2,0.484899604211863,3-023
24,rain.rate.r2,2.83470488772372,3-024
25,rain.rate.r2,0.185547046448866,3-025
26,rain.rate.r2,0.67141786684429,3-026
27,rain.rate.r2,1.15893063058256,3-027
28,rain.rate.r2,1.49321858342925,3-028
29,rain.rate.r2,1.45775348216878,3-029
30,rain.rate.r2,1.24250418553168,3-030
31,rain.rate.r2,0.624698444339066,3-031
32,rain.rate.r2,0.686029714775517,3-032
33,rain.rate.r2,0.707028923382029,3-033
34,rain.rate.r2,1.0420941444734,3-034
35,rain.rate.r2,0.2219528087604,3-035
36,rain.rate.r2,0.175676167487074,3-036
37,rain.rate.r2,0.7061298659584,3-037
38,rain.rate.r2,-0.0895651085210927,3-038
39,rain.rate.r2,0.685065326649118,3-039
40,rain.rate.r2,0.497102692997934,3-040
41,rain.rate.r2,0.732447718580424,3-041
42,rain.rate.r2,0.476990758497617,3-042
43,rain.rate.r2,1.04553696216694,3-043
44,rain.rate.r2,0.863172700992433,3-044
45,rain.rate.r2,0.632879411802934,3-045
46,rain.rate.r2,0.332908381613775,3-046
47,rain.rate.r2,0.639710798110767,3-047
48,rain.rate.r2,1.81018999616082,3-048
49,rain.rate.r2,1.75305670670769,3-049
50,rain.rate.r2,-0.57655622691915,3-050
51,rain.rate.r2,0.281801119743951,3-051
52,rain.rate.r2,0.89225423128726,3-052
53,rain.rate.r2,0.610067337231028,3-053
54,rain.rate.r2,0.337364777420433,3-054
55,rain.rate.r2,3.0959000894951,3-055
56,rain.rate.r2,0.424847457947166,3-056
57,rain.rate.r2,0.965532370488378,3-057
58,rain.rate.r2,-0.097270981937897,3-058
59,rain.rate.r2,1.07558017520674,3-059
60,rain.rate.r2,0.718775527937334,3-060
61,rain.rate.r2,0.928639718508398,3-061
62,rain.rate.r2,1.62126513773195,3-062
63,rain.rate.r2,1.86778617419001,3-063
64,rain.rate.r2,0.479771732334824,3-064
65,rain.rate.r2,0.656737970576142,3-065
66,rain.rate.r2,1.2517621133623,3-066
67,rain.rate.r2,1.39227432251407,3-067
68,rain.rate.r2,0.661120314200465,3-068
69,rain.rate.r2,1.13461101619487,3-069
70,rain.rate.r2,0.645781456508866,3-070
71,rain.rate.r2,0.628227701826522,3-071
72,rain.rate.r2,0.952816634135333,3-072
73,rain.rate.r2,0.404416642936762,3-073
74,rain.rate.r2,0.668147046313432,3-074
75,rain.rate.r2,1.2358451689092,3-075
76,rain.rate.r2,0.452516256774636,3-076
77,rain.rate.r2,0.0508252557489078,3-077
78,rain.rate.r2,0.376017137336494,3-078
79,rain.rate.r2,0.677995365466677,3-079
80,rain.rate.r2,0.653583755786968,3-080
81,rain.rate.r2,0.732098879403557,3-081
82,rain.rate.r2,0.0544587363284855,3-082
83,rain.rate.r2,1.64049139136355,3-083
84,rain.rate.r2,0.724786297050423,3-084
85,rain.rate.r2,0.473898640226683,3-085
86,rain.rate.r2,0.809598179045446,3-086
87,rain.rate.r2,0.701305507079567,3-087
88,rain.rate.r2,0.977888419410171,3-088
89,rain.rate.r2,0.360073797844695,3-089
90,rain.rate.r2,0.80057716291042,3-090
91,rain.rate.r2,0.615762195140637,3-091
92,rain.rate.r2,0.648582049222782,3-092
93,rain.rate.r2,-0.0710003027294195,3-093
94,rain.rate.r2,1.39988644926351,3-094
95,rain.rate.r2,0.706314915236075,3-095
96,rain.rate.r2,0.616425319508951,3-096
97,rain.rate.r2,0.728025259252234,3-097
98,rain.rate.r2,0.57394631110627,3-098
99,rain.rate.r2,0.844266481534312,3-099
100,rain.rate.r2,1.66686865162239,3-100
1,int.r3,-2.76522510882517,3-001
2,int.r3,-2.85570920250212,3-002
3,int.r3,-2.74090398777885,3-003
4,int.r3,-2.82178351591631,3-004
5,int.r3,-2.72537637217676,3-005
6,int.r3,-2.67121458724703,3-006
7,int.r3,-2.79999233168135,3-007
8,int.r3,-2.74805398202097,3-008
9,int.r3,-2.69855184811704,3-009
10,int.r3,-2.6943430719625,3-010
11,int.r3,-2.72853778818225,3-011
12,int.r3,-2.83403089643396,3-012
13,int.r3,-2.80678331483592,3-013
14,int.r3,-2.71602160764262,3-014
15,int.r3,-2.73574196389217,3-015
16,int.r3,-2.81641412599712,3-016
17,int.r3,-2.73234711945074,3-017
18,int.r3,-2.79607052381053,3-018
19,int.r3,-2.7215049187942,3-019
20,int.r3,-2.73097411900099,3-020
21,int.r3,-2.74864555043483,3-021
22,int.r3,-2.79710683420828,3-022
23,int.r3,-2.78774699052019,3-023
24,int.r3,-2.51180469191245,3-024
25,int.r3,-2.59185238591971,3-025
26,int.r3,-2.75147582495643,3-026
27,int.r3,-2.71722575235055,3-027
28,int.r3,-2.75627589565562,3-028
29,int.r3,-2.80242181887988,3-029
30,int.r3,-2.71810217068895,3-030
31,int.r3,-2.76571948681553,3-031
32,int.r3,-2.78903433689221,3-032
33,int.r3,-2.87729182038737,3-033
34,int.r3,-2.73936738786436,3-034
35,int.r3,-2.66927490030505,3-035
36,int.r3,-2.72400118610174,3-036
37,int.r3,-2.80094919977807,3-037
38,int.r3,-2.73335463144395,3-038
39,int.r3,-2.75991392347064,3-039
40,int.r3,-2.80752313223081,3-040
41,int.r3,-2.75647077811675,3-041
42,int.r3,-2.69694222920846,3-042
43,int.r3,-2.74396641591783,3-043
44,int.r3,-2.74652025591618,3-044
45,int.r3,-2.72649050760749,3-045
46,int.r3,-2.72929349762724,3-046
47,int.r3,-2.7112909895147,3-047
48,int.r3,-2.73070739723248,3-048
49,int.r3,-2.87733436308509,3-049
50,int.r3,-2.71655933223566,3-050
51,int.r3,-2.70695867119344,3-051
52,int.r3,-2.749761201349,3-052
53,int.r3,-2.81754311359898,3-053
54,int.r3,-2.67035127360218,3-054
55,int.r3,-2.66229081026956,3-055
56,int.r3,-2.74168869077656,3-056
57,int.r3,-2.94640128324934,3-057
58,int.r3,-2.68764212819112,3-058
59,int.r3,-2.83660085925468,3-059
60,int.r3,-2.76622196877676,3-060
61,int.r3,-2.63481935274773,3-061
62,int.r3,-2.86985729663684,3-062
63,int.r3,-2.68078771530997,3-063
64,int.r3,-2.7171618931711,3-064
65,int.r3,-2.71720066347789,3-065
66,int.r3,-2.83558012929248,3-066
67,int.r3,-2.67815642259114,3-067
68,int.r3,-2.71291872073794,3-068
69,int.r3,-2.73771077281927,3-069
70,int.r3,-2.72131245049836,3-070
71,int.r3,-2.72696402462203,3-071
72,int.r3,-2.7017113565182,3-072
73,int.r3,-2.74825593404741,3-073
74,int.r3,-2.83615387063399,3-074
75,int.r3,-2.96430357933006,3-075
76,int.r3,-2.82244979639453,3-076
77,int.r3,-2.80651656379144,3-077
78,int.r3,-2.70501090852454,3-078
79,int.r3,-2.74025136410403,3-079
80,int.r3,-2.72318751360385,3-080
81,int.r3,-2.77212852633467,3-081
82,int.r3,-2.72041790770047,3-082
83,int.r3,-2.77639782115062,3-083
84,int.r3,-2.74203567744275,3-084
85,int.r3,-2.69655260599424,3-085
86,int.r3,-2.70465415628545,3-086
87,int.r3,-2.79799911199895,3-087
88,int.r3,-2.73496946906688,3-088
89,int.r3,-2.78444060273791,3-089
90,int.r3,-2.77468439607522,3-090
91,int.r3,-2.71736868964222,3-091
92,int.r3,-2.72364674681468,3-092
93,int.r3,-2.81043936287499,3-093
94,int.r3,-2.72591017865984,3-094
95,int.r3,-2.88481813724793,3-095
96,int.r3,-2.77204926183627,3-096
97,int.r3,-2.7838452829029,3-097
98,int.r3,-2.74825144285958,3-098
99,int.r3,-2.67721157377095,3-099
100,int.r3,-2.7017406235302,3-100
1,app.mthd.bc.r3,0.906171144322299,3-001
2,app.mthd.bc.r3,0.60078854719644,3-002
3,app.mthd.bc.r3,0.396101210261081,3-003
4,app.mthd.bc.r3,0.476525365775613,3-004
5,app.mthd.bc.r3,0.593734473215306,3-005
6,app.mthd.bc.r3,0.137059500229253,3-006
7,app.mthd.bc.r3,0.29937980409105,3-007
8,app.mthd.bc.r3,-0.46074028223106,3-008
9,app.mthd.bc.r3,-0.195844776288449,3-009
10,app.mthd.bc.r3,0.0329689170078016,3-010
11,app.mthd.bc.r3,-0.0598924537564371,3-011
12,app.mthd.bc.r3,0.57333595122799,3-012
13,app.mthd.bc.r3,-0.256525835218419,3-013
14,app.mthd.bc.r3,0.418127085667634,3-014
15,app.mthd.bc.r3,0.784637750468947,3-015
16,app.mthd.bc.r3,0.0697803096404395,3-016
17,app.mthd.bc.r3,0.134777380827004,3-017
18,app.mthd.bc.r3,0.499338843016094,3-018
19,app.mthd.bc.r3,0.211660879067564,3-019
20,app.mthd.bc.r3,0.0447484664228081,3-020
21,app.mthd.bc.r3,-0.322388508517631,3-021
22,app.mthd.bc.r3,-0.0221263695173614,3-022
23,app.mthd.bc.r3,-0.0765640844059716,3-023
24,app.mthd.bc.r3,0.286217271711906,3-024
25,app.mthd.bc.r3,0.179242854749702,3-025
26,app.mthd.bc.r3,0.475690347883959,3-026
27,app.mthd.bc.r3,0.539190828163631,3-027
28,app.mthd.bc.r3,0.192092011718699,3-028
29,app.mthd.bc.r3,0.147914677649529,3-029
30,app.mthd.bc.r3,0.360972238086014,3-030
31,app.mthd.bc.r3,-0.322941197984462,3-031
32,app.mthd.bc.r3,0.380755445646919,3-032
33,app.mthd.bc.r3,0.183534437385634,3-033
34,app.mthd.bc.r3,0.503715316147524,3-034
35,app.mthd.bc.r3,0.342058013448658,3-035
36,app.mthd.bc.r3,0.446364183612588,3-036
37,app.mthd.bc.r3,-0.0896836080898948,3-037
38,app.mthd.bc.r3,0.525020377593607,3-038
39,app.mthd.bc.r3,0.357167757949105,3-039
40,app.mthd.bc.r3,0.158000658123126,3-040
41,app.mthd.bc.r3,0.241975424137693,3-041
42,app.mthd.bc.r3,0.238791326572449,3-042
43,app.mthd.bc.r3,0.370433056915189,3-043
44,app.mthd.bc.r3,0.650908720113595,3-044
45,app.mthd.bc.r3,0.267021603067709,3-045
46,app.mthd.bc.r3,0.167832161348693,3-046
47,app.mthd.bc.r3,0.169237951430292,3-047
48,app.mthd.bc.r3,-0.185639352193076,3-048
49,app.mthd.bc.r3,0.505304050859055,3-049
50,app.mthd.bc.r3,0.435308503312872,3-050
51,app.mthd.bc.r3,0.30974061271387,3-051
52,app.mthd.bc.r3,-0.278095986045025,3-052
53,app.mthd.bc.r3,0.157416782670501,3-053
54,app.mthd.bc.r3,0.0360433483207867,3-054
55,app.mthd.bc.r3,0.230170733464462,3-055
56,app.mthd.bc.r3,0.101500472673547,3-056
57,app.mthd.bc.r3,0.163817413557744,3-057
58,app.mthd.bc.r3,0.575728139577099,3-058
59,app.mthd.bc.r3,0.300109049190173,3-059
60,app.mthd.bc.r3,0.524572149881234,3-060
61,app.mthd.bc.r3,0.395824608575048,3-061
62,app.mthd.bc.r3,0.297238861230019,3-062
63,app.mthd.bc.r3,0.563586073409183,3-063
64,app.mthd.bc.r3,0.032184045751624,3-064
65,app.mthd.bc.r3,0.293490476978254,3-065
66,app.mthd.bc.r3,0.576306980882951,3-066
67,app.mthd.bc.r3,0.485370067137732,3-067
68,app.mthd.bc.r3,0.389338363545443,3-068
69,app.mthd.bc.r3,0.465595552973665,3-069
70,app.mthd.bc.r3,0.228914347326926,3-070
71,app.mthd.bc.r3,0.611429872057141,3-071
72,app.mthd.bc.r3,-0.0655916912970926,3-072
73,app.mthd.bc.r3,-0.00667358150598232,3-073
74,app.mthd.bc.r3,-0.014499944332991,3-074
75,app.mthd.bc.r3,0.757687431244596,3-075
76,app.mthd.bc.r3,0.539631913850214,3-076
77,app.mthd.bc.r3,-0.0974758997957126,3-077
78,app.mthd.bc.r3,0.184162443661709,3-078
79,app.mthd.bc.r3,0.287158429712662,3-079
80,app.mthd.bc.r3,0.0613635921086587,3-080
81,app.mthd.bc.r3,0.142897737200888,3-081
82,app.mthd.bc.r3,0.464701401957733,3-082
83,app.mthd.bc.r3,-0.386199545497364,3-083
84,app.mthd.bc.r3,0.131515608236584,3-084
85,app.mthd.bc.r3,0.43224825637469,3-085
86,app.mthd.bc.r3,0.210649742495266,3-086
87,app.mthd.bc.r3,0.195161172933494,3-087
88,app.mthd.bc.r3,0.0900463286737623,3-088
89,app.mthd.bc.r3,-0.561467653419434,3-089
90,app.mthd.bc.r3,-0.113612434669448,3-090
91,app.mthd.bc.r3,0.130030225921127,3-091
92,app.mthd.bc.r3,-0.204419667779603,3-092
93,app.mthd.bc.r3,-0.0833413021503574,3-093
94,app.mthd.bc.r3,0.0514642689035482,3-094
95,app.mthd.bc.r3,0.124773368089033,3-095
96,app.mthd.bc.r3,0.036185950558534,3-096
97,app.mthd.bc.r3,-0.266643366445563,3-097
98,app.mthd.bc.r3,0.39177342587361,3-098
99,app.mthd.bc.r3,0.79990261629887,3-099
100,app.mthd.bc.r3,-0.101756092833174,3-100
1,app.mthd.cs.r3,-0.00625061179782473,3-001
2,app.mthd.cs.r3,0.00281378869060254,3-002
3,app.mthd.cs.r3,-0.121754260901233,3-003
4,app.mthd.cs.r3,-0.0159470768261511,3-004
5,app.mthd.cs.r3,-0.0801047601673271,3-005
6,app.mthd.cs.r3,-0.165149642412581,3-006
7,app.mthd.cs.r3,-5.8618708471267,3-007
8,app.mthd.cs.r3,-0.15974944675212,3-008
9,app.mthd.cs.r3,6.28252892412171,3-009
10,app.mthd.cs.r3,2.16946629361542,3-010
11,app.mthd.cs.r3,-0.135363865188135,3-011
12,app.mthd.cs.r3,-0.0722479030746968,3-012
13,app.mthd.cs.r3,3.86339119508615,3-013
14,app.mthd.cs.r3,-0.110699832509878,3-014
15,app.mthd.cs.r3,1.48058089942258,3-015
16,app.mthd.cs.r3,-0.0588351087024867,3-016
17,app.mthd.cs.r3,1.7466350186544,3-017
18,app.mthd.cs.r3,-0.080976571412517,3-018
19,app.mthd.cs.r3,-0.189790072728464,3-019
20,app.mthd.cs.r3,-0.11512189937634,3-020
21,app.mthd.cs.r3,-0.137832099972519,3-021
22,app.mthd.cs.r3,-0.131853196618521,3-022
23,app.mthd.cs.r3,-0.111615138141814,3-023
24,app.mthd.cs.r3,-0.325229676303664,3-024
25,app.mthd.cs.r3,-0.335221445826284,3-025
26,app.mthd.cs.r3,0.128556667537372,3-026
27,app.mthd.cs.r3,-0.278486574791413,3-027
28,app.mthd.cs.r3,-0.17903962194853,3-028
29,app.mthd.cs.r3,3.12563633452532,3-029
30,app.mthd.cs.r3,-1.03347595216078,3-030
31,app.mthd.cs.r3,-0.134922507723588,3-031
32,app.mthd.cs.r3,-0.0417725919928222,3-032
33,app.mthd.cs.r3,-0.652915054532793,3-033
34,app.mthd.cs.r3,-0.301060470579068,3-034
35,app.mthd.cs.r3,-1.29015428600686,3-035
36,app.mthd.cs.r3,0.64388275101254,3-036
37,app.mthd.cs.r3,-0.11425814072823,3-037
38,app.mthd.cs.r3,-0.0734741172279847,3-038
39,app.mthd.cs.r3,2.64301180646881,3-039
40,app.mthd.cs.r3,-0.0587588871702927,3-040
41,app.mthd.cs.r3,-0.0813949857021705,3-041
42,app.mthd.cs.r3,-0.314501902921564,3-042
43,app.mthd.cs.r3,-3.18622775785527,3-043
44,app.mthd.cs.r3,-5.58837443661082,3-044
45,app.mthd.cs.r3,-0.0976592034126119,3-045
46,app.mthd.cs.r3,-0.0826077221690852,3-046
47,app.mthd.cs.r3,-0.775441313314183,3-047
48,app.mthd.cs.r3,-0.123658547151802,3-048
49,app.mthd.cs.r3,8.60241552905083,3-049
50,app.mthd.cs.r3,23.3682569934912,3-050
51,app.mthd.cs.r3,2.12398019759826,3-051
52,app.mthd.cs.r3,-0.0958885841450669,3-052
53,app.mthd.cs.r3,-0.146520307254612,3-053
54,app.mthd.cs.r3,-0.215072998123688,3-054
55,app.mthd.cs.r3,-0.237424541177802,3-055
56,app.mthd.cs.r3,-0.139748304790016,3-056
57,app.mthd.cs.r3,-0.150272645681828,3-057
58,app.mthd.cs.r3,-0.119730638105198,3-058
59,app.mthd.cs.r3,-0.121122698863622,3-059
60,app.mthd.cs.r3,1.23237663939301,3-060
61,app.mthd.cs.r3,-0.151361500929299,3-061
