iteration,parameter,value,parset
24,rain.rate.r5,-0.277869770003223,3-024
25,rain.rate.r5,1.15881136213388,3-025
26,rain.rate.r5,-0.764726865287461,3-026
27,rain.rate.r5,-0.288883676694719,3-027
28,rain.rate.r5,-0.950564309830987,3-028
29,rain.rate.r5,0.471156557113597,3-029
30,rain.rate.r5,-0.435652808785249,3-030
31,rain.rate.r5,-0.19893332397105,3-031
32,rain.rate.r5,-0.00302649203013093,3-032
33,rain.rate.r5,0.292650818932247,3-033
34,rain.rate.r5,0.106187192075962,3-034
35,rain.rate.r5,0.693558574946378,3-035
36,rain.rate.r5,0.548226672233811,3-036
37,rain.rate.r5,1.22695042247842,3-037
38,rain.rate.r5,1.16186268618731,3-038
39,rain.rate.r5,-0.659612400904122,3-039
40,rain.rate.r5,1.16312930694022,3-040
41,rain.rate.r5,-0.358603105253531,3-041
42,rain.rate.r5,-0.568897925924432,3-042
43,rain.rate.r5,-0.481269062793281,3-043
44,rain.rate.r5,-0.659768902127493,3-044
45,rain.rate.r5,0.452483741391248,3-045
46,rain.rate.r5,1.16474729387844,3-046
47,rain.rate.r5,1.17268214990409,3-047
48,rain.rate.r5,-0.421322531986335,3-048
49,rain.rate.r5,-1.21324567776124,3-049
50,rain.rate.r5,-14.156189226246,3-050
51,rain.rate.r5,0.35605015559643,3-051
52,rain.rate.r5,1.3025998259147,3-052
53,rain.rate.r5,-1.27108311726552,3-053
54,rain.rate.r5,1.16256281273912,3-054
55,rain.rate.r5,-0.459692030879792,3-055
56,rain.rate.r5,1.16531170162609,3-056
57,rain.rate.r5,1.31528922721525,3-057
58,rain.rate.r5,1.16306888876665,3-058
59,rain.rate.r5,-0.38363108935828,3-059
60,rain.rate.r5,-0.465296631835696,3-060
61,rain.rate.r5,0.0893937273036353,3-061
62,rain.rate.r5,-2.65996880161054,3-062
63,rain.rate.r5,-0.809790804651562,3-063
64,rain.rate.r5,1.16653445733685,3-064
65,rain.rate.r5,-0.119850640682122,3-065
66,rain.rate.r5,-1.40891902126435,3-066
67,rain.rate.r5,-0.421633532445598,3-067
68,rain.rate.r5,0.286464042574239,3-068
69,rain.rate.r5,-0.832633090008011,3-069
70,rain.rate.r5,-0.0124457209731448,3-070
71,rain.rate.r5,-0.172507530045656,3-071
72,rain.rate.r5,1.3153950591945,3-072
73,rain.rate.r5,1.16270699719387,3-073
74,rain.rate.r5,-0.386095097099128,3-074
75,rain.rate.r5,-0.706938875937395,3-075
76,rain.rate.r5,1.44826107103563,3-076
77,rain.rate.r5,1.23118462685726,3-077
78,rain.rate.r5,0.775444929512318,3-078
79,rain.rate.r5,-0.229231206718339,3-079
80,rain.rate.r5,0.139957697284401,3-080
81,rain.rate.r5,-0.498541470980203,3-081
82,rain.rate.r5,1.16235178262541,3-082
83,rain.rate.r5,-1.60206124596522,3-083
84,rain.rate.r5,-0.838341155816594,3-084
85,rain.rate.r5,1.27981727151664,3-085
86,rain.rate.r5,0.167168514615484,3-086
87,rain.rate.r5,-0.369464292837375,3-087
88,rain.rate.r5,1.0847675504025,3-088
89,rain.rate.r5,1.19648813837545,3-089
90,rain.rate.r5,-3.58009940810663,3-090
91,rain.rate.r5,1.1774647367807,3-091
92,rain.rate.r5,1.17286767143273,3-092
93,rain.rate.r5,1.28785585191033,3-093
94,rain.rate.r5,-0.729379456326029,3-094
95,rain.rate.r5,0.285684731303261,3-095
96,rain.rate.r5,0.358879800379035,3-096
97,rain.rate.r5,-0.474489652897621,3-097
98,rain.rate.r5,0.257676848753037,3-098
99,rain.rate.r5,-0.288635798684184,3-099
100,rain.rate.r5,-0.931891210298231,3-100
1,int.r5,-1.8,3-001
2,int.r5,-1.8,3-002
3,int.r5,-1.8,3-003
4,int.r5,-1.8,3-004
5,int.r5,-1.8,3-005
6,int.r5,-1.8,3-006
7,int.r5,-1.8,3-007
8,int.r5,-1.8,3-008
9,int.r5,-1.8,3-009
10,int.r5,-1.8,3-010
11,int.r5,-1.8,3-011
12,int.r5,-1.8,3-012
13,int.r5,-1.8,3-013
14,int.r5,-1.8,3-014
15,int.r5,-1.8,3-015
16,int.r5,-1.8,3-016
17,int.r5,-1.8,3-017
18,int.r5,-1.8,3-018
19,int.r5,-1.8,3-019
20,int.r5,-1.8,3-020
21,int.r5,-1.8,3-021
22,int.r5,-1.8,3-022
23,int.r5,-1.8,3-023
24,int.r5,-1.8,3-024
25,int.r5,-1.8,3-025
26,int.r5,-1.8,3-026
27,int.r5,-1.8,3-027
28,int.r5,-1.8,3-028
29,int.r5,-1.8,3-029
30,int.r5,-1.8,3-030
31,int.r5,-1.8,3-031
32,int.r5,-1.8,3-032
33,int.r5,-1.8,3-033
34,int.r5,-1.8,3-034
35,int.r5,-1.8,3-035
36,int.r5,-1.8,3-036
37,int.r5,-1.8,3-037
38,int.r5,-1.8,3-038
39,int.r5,-1.8,3-039
40,int.r5,-1.8,3-040
41,int.r5,-1.8,3-041
42,int.r5,-1.8,3-042
43,int.r5,-1.8,3-043
44,int.r5,-1.8,3-044
45,int.r5,-1.8,3-045
46,int.r5,-1.8,3-046
47,int.r5,-1.8,3-047
48,int.r5,-1.8,3-048
49,int.r5,-1.8,3-049
50,int.r5,-1.8,3-050
51,int.r5,-1.8,3-051
52,int.r5,-1.8,3-052
53,int.r5,-1.8,3-053
54,int.r5,-1.8,3-054
55,int.r5,-1.8,3-055
56,int.r5,-1.8,3-056
57,int.r5,-1.8,3-057
58,int.r5,-1.8,3-058
59,int.r5,-1.8,3-059
60,int.r5,-1.8,3-060
61,int.r5,-1.8,3-061
62,int.r5,-1.8,3-062
63,int.r5,-1.8,3-063
64,int.r5,-1.8,3-064
65,int.r5,-1.8,3-065
66,int.r5,-1.8,3-066
67,int.r5,-1.8,3-067
68,int.r5,-1.8,3-068
69,int.r5,-1.8,3-069
70,int.r5,-1.8,3-070
71,int.r5,-1.8,3-071
72,int.r5,-1.8,3-072
73,int.r5,-1.8,3-073
74,int.r5,-1.8,3-074
75,int.r5,-1.8,3-075
76,int.r5,-1.8,3-076
77,int.r5,-1.8,3-077
78,int.r5,-1.8,3-078
79,int.r5,-1.8,3-079
80,int.r5,-1.8,3-080
81,int.r5,-1.8,3-081
82,int.r5,-1.8,3-082
83,int.r5,-1.8,3-083
84,int.r5,-1.8,3-084
85,int.r5,-1.8,3-085
86,int.r5,-1.8,3-086
87,int.r5,-1.8,3-087
88,int.r5,-1.8,3-088
89,int.r5,-1.8,3-089
90,int.r5,-1.8,3-090
91,int.r5,-1.8,3-091
92,int.r5,-1.8,3-092
93,int.r5,-1.8,3-093
94,int.r5,-1.8,3-094
95,int.r5,-1.8,3-095
96,int.r5,-1.8,3-096
97,int.r5,-1.8,3-097
98,int.r5,-1.8,3-098
99,int.r5,-1.8,3-099
100,int.r5,-1.8,3-100
