parameter,iteration,value,parset,value.ps3
air.temp.r1,65,0.0306962142221979,3-065,0.0332118621779895
air.temp.r1,66,0.0389899097185425,3-066,0.0332118621779895
air.temp.r1,67,0.0312146359512815,3-067,0.0332118621779895
air.temp.r1,68,0.0282203252285822,3-068,0.0332118621779895
air.temp.r1,69,0.0377793265121735,3-069,0.0332118621779895
air.temp.r1,70,0.0575144993999239,3-070,0.0332118621779895
air.temp.r1,71,0.0315385650050479,3-071,0.0332118621779895
air.temp.r1,72,0.0262115280846786,3-072,0.0332118621779895
air.temp.r1,73,0.0356509784968089,3-073,0.0332118621779895
air.temp.r1,74,0.0361849606684334,3-074,0.0332118621779895
air.temp.r1,75,0.0310396675699918,3-075,0.0332118621779895
air.temp.r1,76,0.0492255583081666,3-076,0.0332118621779895
air.temp.r1,77,0.0330919969140744,3-077,0.0332118621779895
air.temp.r1,78,0.0293248475699494,3-078,0.0332118621779895
air.temp.r1,79,0.0449226125368908,3-079,0.0332118621779895
air.temp.r1,80,0.101138897330228,3-080,0.0332118621779895
air.temp.r1,81,0.0338764456023513,3-081,0.0332118621779895
air.temp.r1,82,0.0384506884578745,3-082,0.0332118621779895
air.temp.r1,83,0.0303112444382599,3-083,0.0332118621779895
air.temp.r1,84,0.0994649377933379,3-084,0.0332118621779895
air.temp.r1,85,0.0331588993459406,3-085,0.0332118621779895
air.temp.r1,86,0.0306051483371414,3-086,0.0332118621779895
air.temp.r1,87,0.02800168037908,3-087,0.0332118621779895
air.temp.r1,88,0.0333959173057191,3-088,0.0332118621779895
air.temp.r1,89,0.0419374632948084,3-089,0.0332118621779895
air.temp.r1,90,0.0340256406053032,3-090,0.0332118621779895
air.temp.r1,91,0.0296342891829337,3-091,0.0332118621779895
air.temp.r1,92,0.047092996850263,3-092,0.0332118621779895
air.temp.r1,93,0.0491870822797383,3-093,0.0332118621779895
air.temp.r1,94,0.0262994772132449,3-094,0.0332118621779895
air.temp.r1,95,0.0348659126674803,3-095,0.0332118621779895
air.temp.r1,96,0.0325117556310603,3-096,0.0332118621779895
air.temp.r1,97,0.0398916181425007,3-097,0.0332118621779895
air.temp.r1,98,0.0420239217180205,3-098,0.0332118621779895
air.temp.r1,99,0.0338921860365432,3-099,0.0332118621779895
air.temp.r1,100,0.031715184788181,3-100,0.0332118621779895
wind.sqrt.r1,1,0.602655808059623,3-001,0.461048696214307
wind.sqrt.r1,2,0.241504682235832,3-002,0.461048696214307
wind.sqrt.r1,3,0.227665361827199,3-003,0.461048696214307
wind.sqrt.r1,4,0.497452160740749,3-004,0.461048696214307
wind.sqrt.r1,5,0.475856326814187,3-005,0.461048696214307
wind.sqrt.r1,6,0.214543439031257,3-006,0.461048696214307
wind.sqrt.r1,7,0.607973746886945,3-007,0.461048696214307
wind.sqrt.r1,8,0.433526718455044,3-008,0.461048696214307
wind.sqrt.r1,9,0.469422666208401,3-009,0.461048696214307
wind.sqrt.r1,10,0.538769478282361,3-010,0.461048696214307
wind.sqrt.r1,11,0.462867695858603,3-011,0.461048696214307
wind.sqrt.r1,12,0.531044230353202,3-012,0.461048696214307
wind.sqrt.r1,13,0.503239518560373,3-013,0.461048696214307
wind.sqrt.r1,14,0.626651798217492,3-014,0.461048696214307
wind.sqrt.r1,15,0.590793184274828,3-015,0.461048696214307
wind.sqrt.r1,16,0.802605473192782,3-016,0.461048696214307
wind.sqrt.r1,17,-0.770383048786845,3-017,0.461048696214307
wind.sqrt.r1,18,-0.265347884117908,3-018,0.461048696214307
wind.sqrt.r1,19,0.490415954905693,3-019,0.461048696214307
wind.sqrt.r1,20,0.610056213334036,3-020,0.461048696214307
wind.sqrt.r1,21,0.501642219264615,3-021,0.461048696214307
wind.sqrt.r1,22,0.561785888574016,3-022,0.461048696214307
wind.sqrt.r1,23,0.421393650167282,3-023,0.461048696214307
wind.sqrt.r1,24,0.497496977841795,3-024,0.461048696214307
wind.sqrt.r1,25,0.456457907112356,3-025,0.461048696214307
wind.sqrt.r1,26,0.465872783453338,3-026,0.461048696214307
wind.sqrt.r1,27,1.10709665080448,3-027,0.461048696214307
wind.sqrt.r1,28,0.650585233167261,3-028,0.461048696214307
wind.sqrt.r1,29,0.414889501439608,3-029,0.461048696214307
wind.sqrt.r1,30,0.514648872248917,3-030,0.461048696214307
wind.sqrt.r1,31,0.507927082055073,3-031,0.461048696214307
wind.sqrt.r1,32,0.36087840616504,3-032,0.461048696214307
wind.sqrt.r1,33,0.535959629333227,3-033,0.461048696214307
wind.sqrt.r1,34,0.548216845530808,3-034,0.461048696214307
wind.sqrt.r1,35,0.48608282957388,3-035,0.461048696214307
wind.sqrt.r1,36,0.54096439397551,3-036,0.461048696214307
wind.sqrt.r1,37,0.512055345898866,3-037,0.461048696214307
wind.sqrt.r1,38,0.49766635835374,3-038,0.461048696214307
wind.sqrt.r1,39,0.583279616178454,3-039,0.461048696214307
wind.sqrt.r1,40,0.466989709255737,3-040,0.461048696214307
wind.sqrt.r1,41,0.482199316155524,3-041,0.461048696214307
wind.sqrt.r1,42,0.255832047265775,3-042,0.461048696214307
wind.sqrt.r1,43,0.6134847007753,3-043,0.461048696214307
wind.sqrt.r1,44,0.48410660832667,3-044,0.461048696214307
wind.sqrt.r1,45,0.450083667291104,3-045,0.461048696214307
wind.sqrt.r1,46,0.421443236483105,3-046,0.461048696214307
wind.sqrt.r1,47,0.495740685702392,3-047,0.461048696214307
wind.sqrt.r1,48,0.538341543696249,3-048,0.461048696214307
wind.sqrt.r1,49,0.609618507482625,3-049,0.461048696214307
wind.sqrt.r1,50,0.472680907323884,3-050,0.461048696214307
wind.sqrt.r1,51,0.482792961590916,3-051,0.461048696214307
wind.sqrt.r1,52,0.475717068673539,3-052,0.461048696214307
wind.sqrt.r1,53,0.430576508370948,3-053,0.461048696214307
wind.sqrt.r1,54,0.41837509374571,3-054,0.461048696214307
wind.sqrt.r1,55,0.321992943478814,3-055,0.461048696214307
wind.sqrt.r1,56,0.509607762829038,3-056,0.461048696214307
wind.sqrt.r1,57,0.436799605368815,3-057,0.461048696214307
wind.sqrt.r1,58,0.484987235196725,3-058,0.461048696214307
wind.sqrt.r1,59,0.434540793283874,3-059,0.461048696214307
wind.sqrt.r1,60,0.528396361646952,3-060,0.461048696214307
wind.sqrt.r1,61,0.451291919009732,3-061,0.461048696214307
wind.sqrt.r1,62,0.452803837323214,3-062,0.461048696214307
wind.sqrt.r1,63,0.469884235103718,3-063,0.461048696214307
wind.sqrt.r1,64,0.524862320491866,3-064,0.461048696214307
wind.sqrt.r1,65,0.579897350540574,3-065,0.461048696214307
wind.sqrt.r1,66,0.503736977803757,3-066,0.461048696214307
wind.sqrt.r1,67,0.470707714228877,3-067,0.461048696214307
wind.sqrt.r1,68,0.503264342035299,3-068,0.461048696214307
wind.sqrt.r1,69,0.567175584249776,3-069,0.461048696214307
wind.sqrt.r1,70,0.573929909793454,3-070,0.461048696214307
wind.sqrt.r1,71,0.403365705433594,3-071,0.461048696214307
wind.sqrt.r1,72,0.414061450431789,3-072,0.461048696214307
wind.sqrt.r1,73,0.348325695662954,3-073,0.461048696214307
wind.sqrt.r1,74,0.463163801396553,3-074,0.461048696214307
wind.sqrt.r1,75,0.310234212081331,3-075,0.461048696214307
wind.sqrt.r1,76,0.672551000217972,3-076,0.461048696214307
wind.sqrt.r1,77,0.348947960692899,3-077,0.461048696214307
wind.sqrt.r1,78,0.477015382146343,3-078,0.461048696214307
wind.sqrt.r1,79,0.489919102114006,3-079,0.461048696214307
wind.sqrt.r1,80,1.10914824194853,3-080,0.461048696214307
wind.sqrt.r1,81,0.521570858058278,3-081,0.461048696214307
wind.sqrt.r1,82,0.538505277287513,3-082,0.461048696214307
wind.sqrt.r1,83,0.430233727192437,3-083,0.461048696214307
wind.sqrt.r1,84,1.21371293505468,3-084,0.461048696214307
wind.sqrt.r1,85,0.568802280391995,3-085,0.461048696214307
wind.sqrt.r1,86,0.517234005374057,3-086,0.461048696214307
wind.sqrt.r1,87,0.529096547412612,3-087,0.461048696214307
wind.sqrt.r1,88,0.476642746263298,3-088,0.461048696214307
wind.sqrt.r1,89,0.406626035898537,3-089,0.461048696214307
wind.sqrt.r1,90,0.506586183468761,3-090,0.461048696214307
wind.sqrt.r1,91,0.389275684518325,3-091,0.461048696214307
wind.sqrt.r1,92,0.405405604443639,3-092,0.461048696214307
wind.sqrt.r1,93,0.508099880621012,3-093,0.461048696214307
wind.sqrt.r1,94,0.534211055842881,3-094,0.461048696214307
wind.sqrt.r1,95,0.311578471587582,3-095,0.461048696214307
wind.sqrt.r1,96,0.468866312344643,3-096,0.461048696214307
wind.sqrt.r1,97,0.435721410909602,3-097,0.461048696214307
wind.sqrt.r1,98,0.572912149672749,3-098,0.461048696214307
wind.sqrt.r1,99,0.549892398069665,3-099,0.461048696214307
wind.sqrt.r1,100,0.50788133639733,3-100,0.461048696214307
app.mthd.ts.r1,1,-0.140739039031596,3-001,-0.0739366212617491
app.mthd.ts.r1,2,-0.173464568229647,3-002,-0.0739366212617491
app.mthd.ts.r1,3,-0.0240846939616803,3-003,-0.0739366212617491
app.mthd.ts.r1,4,-0.103468390425654,3-004,-0.0739366212617491
app.mthd.ts.r1,5,0.0592559912785714,3-005,-0.0739366212617491
app.mthd.ts.r1,6,0.0192110264327025,3-006,-0.0739366212617491
app.mthd.ts.r1,7,0.0290237416271302,3-007,-0.0739366212617491
app.mthd.ts.r1,8,-0.140465480807789,3-008,-0.0739366212617491
app.mthd.ts.r1,9,0.0277095373415268,3-009,-0.0739366212617491
app.mthd.ts.r1,10,0.0169168859572248,3-010,-0.0739366212617491
app.mthd.ts.r1,11,-0.075143036447468,3-011,-0.0739366212617491
app.mthd.ts.r1,12,-0.170792733217861,3-012,-0.0739366212617491
app.mthd.ts.r1,13,-0.0199665930525401,3-013,-0.0739366212617491
app.mthd.ts.r1,14,-0.208597288407362,3-014,-0.0739366212617491
app.mthd.ts.r1,15,-0.063230517020835,3-015,-0.0739366212617491
app.mthd.ts.r1,16,-0.213561736395157,3-016,-0.0739366212617491
app.mthd.ts.r1,17,-0.540291953307049,3-017,-0.0739366212617491
app.mthd.ts.r1,18,0.170661521822874,3-018,-0.0739366212617491
app.mthd.ts.r1,19,-0.0165746611116598,3-019,-0.0739366212617491
app.mthd.ts.r1,20,-2.54729336436327,3-020,-0.0739366212617491
app.mthd.ts.r1,21,-0.0667979599873768,3-021,-0.0739366212617491
app.mthd.ts.r1,22,-0.163616716779575,3-022,-0.0739366212617491
app.mthd.ts.r1,23,-0.101077843440427,3-023,-0.0739366212617491
app.mthd.ts.r1,24,0.134614511390062,3-024,-0.0739366212617491
app.mthd.ts.r1,25,-0.226909212188164,3-025,-0.0739366212617491
app.mthd.ts.r1,26,-0.14533607724944,3-026,-0.0739366212617491
app.mthd.ts.r1,27,-0.428956391208291,3-027,-0.0739366212617491
app.mthd.ts.r1,28,0.268961073914039,3-028,-0.0739366212617491
app.mthd.ts.r1,29,0.0648535503479127,3-029,-0.0739366212617491
app.mthd.ts.r1,30,-0.0746987705107285,3-030,-0.0739366212617491
app.mthd.ts.r1,31,-0.0719463686023472,3-031,-0.0739366212617491
app.mthd.ts.r1,32,0.156541037341203,3-032,-0.0739366212617491
app.mthd.ts.r1,33,-0.168581697523288,3-033,-0.0739366212617491
app.mthd.ts.r1,34,-0.013820077020745,3-034,-0.0739366212617491
app.mthd.ts.r1,35,-0.0235173029455165,3-035,-0.0739366212617491
app.mthd.ts.r1,36,0.159196633919894,3-036,-0.0739366212617491
app.mthd.ts.r1,37,-0.600337626474348,3-037,-0.0739366212617491
app.mthd.ts.r1,38,-0.147869685329173,3-038,-0.0739366212617491
app.mthd.ts.r1,39,0.133182211380769,3-039,-0.0739366212617491
app.mthd.ts.r1,40,0.0295941642173078,3-040,-0.0739366212617491
app.mthd.ts.r1,41,-0.176556817883288,3-041,-0.0739366212617491
app.mthd.ts.r1,42,-0.182851748076811,3-042,-0.0739366212617491
app.mthd.ts.r1,43,-3.75302301666759,3-043,-0.0739366212617491
app.mthd.ts.r1,44,0.0572077986570038,3-044,-0.0739366212617491
app.mthd.ts.r1,45,-0.0715817841164412,3-045,-0.0739366212617491
app.mthd.ts.r1,46,0.0170238433766023,3-046,-0.0739366212617491
app.mthd.ts.r1,47,-0.119829366888579,3-047,-0.0739366212617491
app.mthd.ts.r1,48,-0.126554604626793,3-048,-0.0739366212617491
app.mthd.ts.r1,49,-0.288410632785301,3-049,-0.0739366212617491
app.mthd.ts.r1,50,-0.143326774428444,3-050,-0.0739366212617491
app.mthd.ts.r1,51,0.00322308438570061,3-051,-0.0739366212617491
app.mthd.ts.r1,52,-0.034137652811881,3-052,-0.0739366212617491
app.mthd.ts.r1,53,0.0504376361235236,3-053,-0.0739366212617491
app.mthd.ts.r1,54,-0.140761985521025,3-054,-0.0739366212617491
app.mthd.ts.r1,55,-0.0280212089223892,3-055,-0.0739366212617491
app.mthd.ts.r1,56,-0.0255912019979107,3-056,-0.0739366212617491
app.mthd.ts.r1,57,-0.0681046326838727,3-057,-0.0739366212617491
app.mthd.ts.r1,58,-0.0812489760622153,3-058,-0.0739366212617491
app.mthd.ts.r1,59,-0.0748681228033227,3-059,-0.0739366212617491
app.mthd.ts.r1,60,-0.21156004676578,3-060,-0.0739366212617491
app.mthd.ts.r1,61,-0.10845873044058,3-061,-0.0739366212617491
app.mthd.ts.r1,62,-0.0604377183585706,3-062,-0.0739366212617491
app.mthd.ts.r1,63,-0.0206746994793094,3-063,-0.0739366212617491
app.mthd.ts.r1,64,0.0228424581738253,3-064,-0.0739366212617491
app.mthd.ts.r1,65,-0.271978967136291,3-065,-0.0739366212617491
app.mthd.ts.r1,66,-0.0556627402972123,3-066,-0.0739366212617491
app.mthd.ts.r1,67,-0.0350321580133006,3-067,-0.0739366212617491
app.mthd.ts.r1,68,-0.0638504586157373,3-068,-0.0739366212617491
app.mthd.ts.r1,69,0.147278398007797,3-069,-0.0739366212617491
app.mthd.ts.r1,70,-0.00678039129935824,3-070,-0.0739366212617491
app.mthd.ts.r1,71,-0.0128548083702183,3-071,-0.0739366212617491
app.mthd.ts.r1,72,0.00326377080577819,3-072,-0.0739366212617491
app.mthd.ts.r1,73,-0.0283711582137439,3-073,-0.0739366212617491
app.mthd.ts.r1,74,0.00910619852726322,3-074,-0.0739366212617491
app.mthd.ts.r1,75,-0.004650892613837,3-075,-0.0739366212617491
app.mthd.ts.r1,76,0.0436557285839288,3-076,-0.0739366212617491
app.mthd.ts.r1,77,0.0317515016224364,3-077,-0.0739366212617491
app.mthd.ts.r1,78,-0.0990450659404889,3-078,-0.0739366212617491
app.mthd.ts.r1,79,-0.103240726218085,3-079,-0.0739366212617491
app.mthd.ts.r1,80,-0.275197347599107,3-080,-0.0739366212617491
app.mthd.ts.r1,81,-0.0981290870545046,3-081,-0.0739366212617491
app.mthd.ts.r1,82,-0.0404479524465348,3-082,-0.0739366212617491
app.mthd.ts.r1,83,-0.0302126705492969,3-083,-0.0739366212617491
app.mthd.ts.r1,84,-0.0656895952290173,3-084,-0.0739366212617491
app.mthd.ts.r1,85,-0.219367292688101,3-085,-0.0739366212617491
app.mthd.ts.r1,86,-0.180670997437623,3-086,-0.0739366212617491
app.mthd.ts.r1,87,-0.200793045364653,3-087,-0.0739366212617491
app.mthd.ts.r1,88,-0.0538656284385611,3-088,-0.0739366212617491
app.mthd.ts.r1,89,-0.272021293757968,3-089,-0.0739366212617491
app.mthd.ts.r1,90,0.0391837654914738,3-090,-0.0739366212617491
app.mthd.ts.r1,91,0.0378834480196801,3-091,-0.0739366212617491
app.mthd.ts.r1,92,-0.13066837409263,3-092,-0.0739366212617491
app.mthd.ts.r1,93,-0.207034718770703,3-093,-0.0739366212617491
app.mthd.ts.r1,94,-0.122981346139811,3-094,-0.0739366212617491
app.mthd.ts.r1,95,-0.0182992073251744,3-095,-0.0739366212617491
app.mthd.ts.r1,96,-0.034546287271495,3-096,-0.0739366212617491
app.mthd.ts.r1,97,-0.0475162051662989,3-097,-0.0739366212617491
app.mthd.ts.r1,98,-0.086258139147217,3-098,-0.0739366212617491
app.mthd.ts.r1,99,-0.185622172524302,3-099,-0.0739366212617491
app.mthd.ts.r1,100,-0.01486548294794,3-100,-0.0739366212617491
man.ph.r1,1,0.625273025536177,3-001,0.421212798651476
man.ph.r1,2,0.601098288848507,3-002,0.421212798651476
man.ph.r1,3,0.311510683055319,3-003,0.421212798651476
man.ph.r1,4,0.23813628954788,3-004,0.421212798651476
man.ph.r1,5,0.622578061826626,3-005,0.421212798651476
man.ph.r1,6,0.306404095074661,3-006,0.421212798651476
man.ph.r1,7,0.65814845623949,3-007,0.421212798651476
man.ph.r1,8,0.595354673456247,3-008,0.421212798651476
man.ph.r1,9,-0.0533434857505045,3-009,0.421212798651476
man.ph.r1,10,0.575225791609944,3-010,0.421212798651476
man.ph.r1,11,0.421042271351839,3-011,0.421212798651476
man.ph.r1,12,0.273816538745498,3-012,0.421212798651476
man.ph.r1,13,0.549694008369537,3-013,0.421212798651476
man.ph.r1,14,0.470662858540668,3-014,0.421212798651476
man.ph.r1,15,0.0487801538572348,3-015,0.421212798651476
man.ph.r1,16,0.410626212345304,3-016,0.421212798651476
man.ph.r1,17,4.68014117417571,3-017,0.421212798651476
man.ph.r1,18,0.524811552900305,3-018,0.421212798651476
man.ph.r1,19,0.449044479330316,3-019,0.421212798651476
man.ph.r1,20,0.260742880139833,3-020,0.421212798651476
man.ph.r1,21,0.287244590862536,3-021,0.421212798651476
man.ph.r1,22,0.274190832563698,3-022,0.421212798651476
man.ph.r1,23,0.615735952788397,3-023,0.421212798651476
man.ph.r1,24,0.535074861947562,3-024,0.421212798651476
man.ph.r1,25,0.189641126640715,3-025,0.421212798651476
man.ph.r1,26,0.545827507983097,3-026,0.421212798651476
man.ph.r1,27,0.830174844085557,3-027,0.421212798651476
man.ph.r1,28,0.363837095846162,3-028,0.421212798651476
man.ph.r1,29,0.15496589670091,3-029,0.421212798651476
man.ph.r1,30,0.351960835809555,3-030,0.421212798651476
man.ph.r1,31,0.624293470680095,3-031,0.421212798651476
man.ph.r1,32,-0.0949452235946396,3-032,0.421212798651476
man.ph.r1,33,0.0257969709851242,3-033,0.421212798651476
man.ph.r1,34,0.598532323133379,3-034,0.421212798651476
man.ph.r1,35,0.494790148163828,3-035,0.421212798651476
man.ph.r1,36,-0.0488946055513619,3-036,0.421212798651476
man.ph.r1,37,0.236666673333274,3-037,0.421212798651476
man.ph.r1,38,0.422002874970571,3-038,0.421212798651476
man.ph.r1,39,0.380356786484452,3-039,0.421212798651476
man.ph.r1,40,0.491491527657118,3-040,0.421212798651476
man.ph.r1,41,0.289094356858505,3-041,0.421212798651476
man.ph.r1,42,0.651922667952035,3-042,0.421212798651476
man.ph.r1,43,0.294918856938418,3-043,0.421212798651476
man.ph.r1,44,0.0472557947566683,3-044,0.421212798651476
man.ph.r1,45,0.286819580037071,3-045,0.421212798651476
man.ph.r1,46,-0.00877377219670855,3-046,0.421212798651476
man.ph.r1,47,0.288800227773325,3-047,0.421212798651476
man.ph.r1,48,0.0701240219664624,3-048,0.421212798651476
man.ph.r1,49,0.377768618414485,3-049,0.421212798651476
man.ph.r1,50,0.547519948413289,3-050,0.421212798651476
man.ph.r1,51,0.215677299321431,3-051,0.421212798651476
man.ph.r1,52,0.426299909971699,3-052,0.421212798651476
man.ph.r1,53,0.169675769510415,3-053,0.421212798651476
man.ph.r1,54,0.269207625664983,3-054,0.421212798651476
man.ph.r1,55,0.564285354145523,3-055,0.421212798651476
man.ph.r1,56,0.468177437734207,3-056,0.421212798651476
man.ph.r1,57,0.520040176430053,3-057,0.421212798651476
man.ph.r1,58,0.315323151462643,3-058,0.421212798651476
man.ph.r1,59,0.518892555117469,3-059,0.421212798651476
man.ph.r1,60,0.0832451360763765,3-060,0.421212798651476
man.ph.r1,61,0.451872237675785,3-061,0.421212798651476
man.ph.r1,62,0.533626563922786,3-062,0.421212798651476
man.ph.r1,63,0.477328569921117,3-063,0.421212798651476
man.ph.r1,64,0.306948426288161,3-064,0.421212798651476
man.ph.r1,65,0.232849347078227,3-065,0.421212798651476
man.ph.r1,66,0.621880175414037,3-066,0.421212798651476
man.ph.r1,67,-0.00479023468946313,3-067,0.421212798651476
man.ph.r1,68,0.410771539069222,3-068,0.421212798651476
man.ph.r1,69,0.681276141592297,3-069,0.421212798651476
man.ph.r1,70,0.229391873631861,3-070,0.421212798651476
man.ph.r1,71,0.508685668379625,3-071,0.421212798651476
man.ph.r1,72,-0.0574143954651442,3-072,0.421212798651476
man.ph.r1,73,0.357238127012706,3-073,0.421212798651476
man.ph.r1,74,0.556887820562207,3-074,0.421212798651476
man.ph.r1,75,0.448582907657997,3-075,0.421212798651476
man.ph.r1,76,0.582469944810667,3-076,0.421212798651476
man.ph.r1,77,0.318730007772633,3-077,0.421212798651476
man.ph.r1,78,0.377606994220347,3-078,0.421212798651476
man.ph.r1,79,0.295830433506859,3-079,0.421212798651476
man.ph.r1,80,1.09496442263962,3-080,0.421212798651476
man.ph.r1,81,0.434455878268247,3-081,0.421212798651476
man.ph.r1,82,0.489787811355976,3-082,0.421212798651476
man.ph.r1,83,0.275579630749466,3-083,0.421212798651476
man.ph.r1,84,1.02251152239723,3-084,0.421212798651476
man.ph.r1,85,0.312463105146076,3-085,0.421212798651476
man.ph.r1,86,0.31443579990405,3-086,0.421212798651476
man.ph.r1,87,0.0265523375153336,3-087,0.421212798651476
man.ph.r1,88,0.432997799406422,3-088,0.421212798651476
man.ph.r1,89,0.343307912513992,3-089,0.421212798651476
man.ph.r1,90,0.463944415942665,3-090,0.421212798651476
man.ph.r1,91,0.490751247649902,3-091,0.421212798651476
man.ph.r1,92,0.579116903528084,3-092,0.421212798651476
man.ph.r1,93,0.317984550590077,3-093,0.421212798651476
man.ph.r1,94,0.292709251201755,3-094,0.421212798651476
man.ph.r1,95,0.351355829463931,3-095,0.421212798651476
man.ph.r1,96,0.376772338173522,3-096,0.421212798651476
man.ph.r1,97,0.571611182301933,3-097,0.421212798651476
man.ph.r1,98,0.530226864377813,3-098,0.421212798651476
man.ph.r1,99,0.402691826737236,3-099,0.421212798651476
man.ph.r1,100,0.368893910807868,3-100,0.421212798651476
int.r2,1,-1.5813316930651,3-001,-1.16953266153963
int.r2,2,-1.20599736399926,3-002,-1.16953266153963
int.r2,3,-1.1430620106661,3-003,-1.16953266153963
int.r2,4,-1.18266881469497,3-004,-1.16953266153963
int.r2,5,-1.26138240566367,3-005,-1.16953266153963
int.r2,6,-1.10721305651314,3-006,-1.16953266153963
int.r2,7,-1.35100996972497,3-007,-1.16953266153963
int.r2,8,-1.6246996503821,3-008,-1.16953266153963
int.r2,9,-1.20357032291324,3-009,-1.16953266153963
int.r2,10,-1.1775311356426,3-010,-1.16953266153963
int.r2,11,-1.15494071712845,3-011,-1.16953266153963
int.r2,12,-1.17604047345806,3-012,-1.16953266153963
int.r2,13,-1.30966134863777,3-013,-1.16953266153963
int.r2,14,-2.82041965514859,3-014,-1.16953266153963
int.r2,15,-0.964566708583391,3-015,-1.16953266153963
int.r2,16,-1.61114178699864,3-016,-1.16953266153963
int.r2,17,-1.26601950876987,3-017,-1.16953266153963
int.r2,18,-1.26111590879576,3-018,-1.16953266153963
int.r2,19,-1.22463228670962,3-019,-1.16953266153963
int.r2,20,-1.5002286466755,3-020,-1.16953266153963
int.r2,21,-1.04975510491828,3-021,-1.16953266153963
int.r2,22,-1.02373991635212,3-022,-1.16953266153963
int.r2,23,-1.59262758544856,3-023,-1.16953266153963
int.r2,24,-1.30326083584111,3-024,-1.16953266153963
int.r2,25,-1.12553106375984,3-025,-1.16953266153963
int.r2,26,-1.31497285170389,3-026,-1.16953266153963
int.r2,27,-2.09891737150424,3-027,-1.16953266153963
int.r2,28,-1.3020546969567,3-028,-1.16953266153963
int.r2,29,-1.07809747351999,3-029,-1.16953266153963
int.r2,30,-1.20808430500703,3-030,-1.16953266153963
int.r2,31,-1.38345400938657,3-031,-1.16953266153963
int.r2,32,-0.976311499155584,3-032,-1.16953266153963
int.r2,33,-0.989934366970207,3-033,-1.16953266153963
int.r2,34,-1.48517560270483,3-034,-1.16953266153963
int.r2,35,-1.16231486401465,3-035,-1.16953266153963
int.r2,36,-1.16546384596944,3-036,-1.16953266153963
int.r2,37,-1.50799460352864,3-037,-1.16953266153963
int.r2,38,-1.28429762392058,3-038,-1.16953266153963
int.r2,39,-1.19567135860098,3-039,-1.16953266153963
int.r2,40,-1.16006775819751,3-040,-1.16953266153963
int.r2,41,-1.1551724156457,3-041,-1.16953266153963
int.r2,42,-1.38421406995092,3-042,-1.16953266153963
int.r2,43,-1.47803850454893,3-043,-1.16953266153963
int.r2,44,-1.10960106528791,3-044,-1.16953266153963
int.r2,45,-1.11189278652199,3-045,-1.16953266153963
int.r2,46,-1.0337457927393,3-046,-1.16953266153963
int.r2,47,-1.13579425632924,3-047,-1.16953266153963
int.r2,48,-1.09411994076941,3-048,-1.16953266153963
int.r2,49,-1.44544001402916,3-049,-1.16953266153963
int.r2,50,-2.04579218747414,3-050,-1.16953266153963
int.r2,51,-1.12751663540401,3-051,-1.16953266153963
int.r2,52,-1.13768661099331,3-052,-1.16953266153963
int.r2,53,-1.01055194732083,3-053,-1.16953266153963
int.r2,54,-1.08425309674659,3-054,-1.16953266153963
int.r2,55,-1.37873407590677,3-055,-1.16953266153963
int.r2,56,-1.23406765676969,3-056,-1.16953266153963
int.r2,57,-1.27675068201412,3-057,-1.16953266153963
int.r2,58,-1.16790549930228,3-058,-1.16953266153963
int.r2,59,-1.45395492982788,3-059,-1.16953266153963
int.r2,60,-1.04711810095328,3-060,-1.16953266153963
int.r2,61,-1.23014476702485,3-061,-1.16953266153963
int.r2,62,-1.31593848566092,3-062,-1.16953266153963
int.r2,63,-1.15866452773517,3-063,-1.16953266153963
int.r2,64,-1.14310003474321,3-064,-1.16953266153963
int.r2,65,-1.06794842963575,3-065,-1.16953266153963
int.r2,66,-1.39252466293484,3-066,-1.16953266153963
int.r2,67,-1.00177208447775,3-067,-1.16953266153963
int.r2,68,-1.16825546044567,3-068,-1.16953266153963
int.r2,69,-1.48983772395913,3-069,-1.16953266153963
int.r2,70,-1.52810266380411,3-070,-1.16953266153963
int.r2,71,-1.36168448818572,3-071,-1.16953266153963
int.r2,72,-0.958911219725715,3-072,-1.16953266153963
int.r2,73,-1.40443277409794,3-073,-1.16953266153963
int.r2,74,-1.40485766315306,3-074,-1.16953266153963
int.r2,75,-1.51259163394196,3-075,-1.16953266153963
int.r2,76,-1.42946665206577,3-076,-1.16953266153963
int.r2,77,-1.11566930489164,3-077,-1.16953266153963
int.r2,78,-1.11529985696645,3-078,-1.16953266153963
int.r2,79,-1.43828166857892,3-079,-1.16953266153963
int.r2,80,-1.59875000422174,3-080,-1.16953266153963
int.r2,81,-1.25143392084022,3-081,-1.16953266153963
int.r2,82,-1.33145126611381,3-082,-1.16953266153963
int.r2,83,-1.10087561474503,3-083,-1.16953266153963
int.r2,84,-1.84420829781981,3-084,-1.16953266153963
int.r2,85,-1.21580215428275,3-085,-1.16953266153963
int.r2,86,-1.2273864488152,3-086,-1.16953266153963
int.r2,87,-1.02132846843788,3-087,-1.16953266153963
int.r2,88,-1.15671358624948,3-088,-1.16953266153963
int.r2,89,-1.30285015991327,3-089,-1.16953266153963
int.r2,90,-1.17749808944381,3-090,-1.16953266153963
int.r2,91,-1.24833257936455,3-091,-1.16953266153963
int.r2,92,-1.32910741890786,3-092,-1.16953266153963
int.r2,93,-1.44970845494142,3-093,-1.16953266153963
int.r2,94,-1.03353270924228,3-094,-1.16953266153963
int.r2,95,-1.11164633860837,3-095,-1.16953266153963
int.r2,96,-1.10307217973452,3-096,-1.16953266153963
