"ct","man.dm","wind.2m","rain.rate","app.rate.ni","man.ph","tan.app","man.source","air.temp","app.mthd","id","set","xval","air.temp.ave","id.pred","app.mthd.ts.pred","app.mthd.bc.pred","app.mthd.os.pred","app.mthd.cs.pred","man.source.pig.pred","ct.pred","dt.pred","f.pred","s.pred","e.pred","e.int.pred","j.pred","er.pred","f0.pred","r1.pred","r2.pred","r3.pred","f4.pred","r5.pred","parset","dedx","app.mthd.nm","set.nm","man.source.nm"
168,1.51515151515152,5,0,40,7,100,"cattle/other",15,"bsth","dm 232","man.dm",1.51515151515152,15,"dm 232",0,1,0,0,0,168,168,4.17041994946324e-05,4.70502190384752,11.8056889989697,11.8056889989697,0.0702719583272008,0.118056889989697,0.0407660761286558,0.035176284547339,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0141289237422267,"Trailing hose","DM","Cattle/other"
168,1.61616161616162,5,0,40,7,100,"cattle/other",15,"bsth","dm 234","man.dm",1.61616161616162,15,"dm 234",0,1,0,0,0,168,168,4.70258996669181e-05,4.70004156223443,11.9594930545879,11.9594930545879,0.0711874586582614,0.119594930545879,0.0442333895702032,0.0349473141918976,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0152266015061991,"Trailing hose","DM","Cattle/other"
168,1.71717171717172,5,0,40,7,100,"cattle/other",15,"bsth","dm 236","man.dm",1.71717171717172,15,"dm 236",0,1,0,0,0,168,168,5.29971107215586e-05,4.69471696537634,12.1251440369263,12.1251440369263,0.0721734764102755,0.121251440369263,0.0479808601981979,0.0347198342560484,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0163994472514987,"Trailing hose","DM","Cattle/other"
168,1.81818181818182,5,0,40,7,100,"cattle/other",15,"bsth","dm 238","man.dm",1.81818181818182,15,"dm 238",0,1,0,0,0,168,168,5.96918444323353e-05,4.68902902649913,12.3034357926512,12.3034357926512,0.0732347368610193,0.123034357926512,0.0520285351757926,0.0344938350383148,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0176508838167715,"Trailing hose","DM","Cattle/other"
168,1.91919191919192,5,0,40,7,100,"cattle/other",15,"bsth","dm 240","man.dm",1.91919191919192,15,"dm 240",0,1,0,0,1,168,168,6.71915608628178e-05,4.68295834307257,12.4951952007135,12.4951952007135,0.0743761619090091,0.124951952007135,0.0563974446373107,0.0342693069003692,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0189841813981665,"Trailing hose","DM","Cattle/other"
168,2.02020202020202,5,0,40,7,100,"cattle/other",15,"bsth","dm 242","man.dm",2.02020202020202,15,"dm 242",0,1,0,0,1,168,168,7.55857260355088e-05,4.67648532645951,12.7012799307663,12.7012799307663,0.0756028567307517,0.127012799307663,0.0611095682784655,0.034046240266622,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0204023882752229,"Trailing hose","DM","Cattle/other"
168,2.12121212121212,5,0,40,7,100,"cattle/other",15,"bsth","dm 244","man.dm",2.12121212121212,15,"dm 244",0,1,0,0,1,168,168,8.49723720526425e-05,4.66959035732404,12.9225753963592,12.9225753963592,0.0769200916449952,0.129225753963592,0.0661877835175008,0.0338246256238134,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0219082510936971,"Trailing hose","DM","Cattle/other"
168,2.22222222222222,5,0,40,7,100,"cattle/other",15,"bsth","dm 246","man.dm",2.22222222222222,15,"dm 246",0,1,0,0,1,168,168,9.54586499308718e-05,4.66225396925033,13.1599907919935,13.1599907919935,0.0783332785237705,0.131599907919935,0.0716557923495071,0.0336044535206075,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.023504124167792,"Trailing hose","DM","Cattle/other"
168,2.32323232323232,5,0,40,7,100,"cattle/other",15,"bsth","dm 248","man.dm",2.32323232323232,15,"dm 248",0,1,0,0,1,168,168,0.000107161363245068,4.65445706289234,13.4144540998345,13.4144540998345,0.0798479410704432,0.134144540998345,0.077538023867703,0.0333857145671892,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0251918674762601,"Trailing hose","DM","Cattle/other"
168,2.42424242424242,5,0,40,7,100,"cattle/other",15,"bsth","dm 250","man.dm",2.42424242424242,15,"dm 250",0,1,0,0,0,168,168,0.000120207468315824,4.64618115272903,13.6869059515299,13.6869059515299,0.0814696782829159,0.136869059515299,0.0838595093381456,0.033168399434864,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0269727333178453,"Trailing hose","DM","Cattle/other"
168,2.52525252525253,5,0,40,7,100,"cattle/other",15,"bsth","dm 252","man.dm",2.52525252525253,15,"dm 252",0,1,0,0,0,168,168,0.000134734524163295,4.6374086481159,13.9782922340879,13.9782922340879,0.0832041204409993,0.139782922340879,0.0906457267106659,0.0329524988556598,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0288472419732435,"Trailing hose","DM","Cattle/other"
168,2.62626262626263,5,0,40,7,100,"cattle/other",15,"bsth","dm 254","man.dm",2.62626262626263,15,"dm 254",0,1,0,0,0,168,168,0.000150891072851588,4.62812316977658,14.2895553371535,14.2895553371535,0.0850568770068662,0.142895553371535,0.0979224115544788,0.0327380036219318,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.030815047203498,"Trailing hose","DM","Cattle/other"
168,2.72727272727273,5,0,40,7,100,"cattle/other",15,"bsth","dm 256","man.dm",2.72727272727273,15,"dm 256",0,1,0,0,0,168,168,0.000168836928254792,4.6183099021428,14.6216239533754,14.6216239533754,0.0870334759129489,0.146216239533754,0.105715331650195,0.03252490458597,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0328747930059674,"Trailing hose","DM","Cattle/other"
168,2.82828282828283,5,0,40,7,100,"cattle/other",15,"bsth","dm 258","man.dm",2.82828282828283,15,"dm 258",0,1,0,0,0,168,168,0.000188743348809936,4.60795598100554,14.9754013650067,14.9754013650067,0.0891392938393256,0.149754013650067,0.114050022880841,0.0323131926596088,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0350239637514979,"Trailing hose","DM","Cattle/other"
168,2.92929292929293,5,0,40,7,100,"cattle/other",15,"bsth","dm 260","man.dm",2.92929292929293,15,"dm 260",0,1,0,0,1,168,168,0.000210793067639214,4.59705091476695,15.3517521795151,15.3517521795151,0.0913794772590187,0.153517521795151,0.122951484673164,0.0321028588138395,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0372587306363355,"Trailing hose","DM","Cattle/other"
168,3.03030303030303,5,0,40,7,100,"cattle/other",15,"bsth","dm 262","man.dm",3.03030303030303,15,"dm 262",0,1,0,0,1,168,168,0.000235180151713141,4.5855870361721,15.7514875157428,15.7514875157428,0.093758854260374,0.157514875157428,0.132443834075256,0.0318938940784253,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0395737982865411,"Trailing hose","DM","Cattle/other"
168,3.13131313131313,5,0,40,7,100,"cattle/other",15,"bsth","dm 264","man.dm",3.13131313131313,15,"dm 264",0,1,0,0,1,168,168,0.000262109660710259,4.57355997975411,16.1753486907597,16.1753486907597,0.0962818374449982,0.161753486907597,0.142549918641067,0.0316862895415186,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0419622563266695,"Trailing hose","DM","Cattle/other"
168,3.23232323232323,5,0,40,7,100,"cattle/other",15,"bsth","dm 266","man.dm",3.23232323232323,15,"dm 266",0,1,0,0,1,168,168,0.000291797076157196,4.56096917836223,16.6239895163107,16.6239895163107,0.0989523185494686,0.166239895163107,0.153290889642315,0.0314800363492812,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0444154417295516,"Trailing hose","DM","Cattle/other"
168,3.33333333333333,5,0,40,7,100,"cattle/other",15,"bsth","dm 268","man.dm",3.33333333333333,15,"dm 268",0,1,0,0,1,168,168,0.000324467472573385,4.54781837009757,17.0979573824291,17.0979573824291,0.101773555847792,0.170979573824291,0.164685738747176,0.0312751257055063,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0469228187457154,"Trailing hose","DM","Cattle/other"
168,3.43434343434343,5,0,40,7,100,"cattle/other",15,"bsth","dm 270","man.dm",3.43434343434343,15,"dm 270",0,1,0,0,0,168,168,0.000360354404968268,4.53411610481391,17.5976733834192,17.5976733834192,0.104748055853686,0.175976733834192,0.17675080318006,0.0310715488712438,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0494718840980214,"Trailing hose","DM","Cattle/other"
168,3.53535353535354,5,0,40,7,100,"cattle/other",15,"bsth","dm 272","man.dm",3.53535353535354,15,"dm 272",0,1,0,0,0,168,168,0.000399698491399312,4.51987623713811,18.1234118261632,18.1234118261632,0.107877451346209,0.181234118261632,0.189499246473891,0.0308692971644273,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.052048105831657,"Trailing hose","DM","Cattle/other"
168,3.63636363636364,5,0,40,7,100,"cattle/other",15,"bsth","dm 274","man.dm",3.63636363636364,15,"dm 274",0,1,0,0,0,168,168,0.00044274567560621,4.50511839083897,18.6752795497024,18.6752795497024,0.111162378272038,0.186752795497024,0.202940524186538,0.0306683619595038,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0546349046303802,"Trailing hose","DM","Cattle/other"
168,3.73737373737374,5,0,40,7,100,"cattle/other",15,"bsth","dm 276","man.dm",3.73737373737374,15,"dm 276",0,1,0,0,0,168,168,0.000489745163124923,4.4898683774652,19.2531955743139,19.2531955743139,0.114602354609012,0.192531955743139,0.217079846289468,0.0304687346870662,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0572136864365444,"Trailing hose","DM","Cattle/other"
168,3.83838383838384,5,0,40,7,100,"cattle/other",15,"bsth","dm 278","man.dm",3.83838383838384,15,"dm 278",0,1,0,0,0,168,168,0.000540947034779193,4.4741585506467,19.856871682739,19.856871682739,0.118195664778209,0.19856871682739,0.23191765023252,0.0302704068334875,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.059763934734085,"Trailing hose","DM","Cattle/other"
168,3.93939393939394,5,0,40,7,100,"cattle/other",15,"bsth","dm 280","man.dm",3.93939393939394,15,"dm 280",0,0,0,0,1,168,168,0.00059659955392641,4.45802807648802,20.4857946097095,20.4857946097095,0.121939253629223,0.204857946097095,0.247449100799341,0.0300733699405578,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0622633697700713,"Trailing hose","DM","Cattle/other"
168,4.04040404040404,5,0,40,7,100,"cattle/other",15,"bsth","dm 282","man.dm",4.04040404040404,15,"dm 282",0,0,0,0,1,168,168,0.000656946198002592,4.4415231002644,21.1392105715805,21.1392105715805,0.125828634354646,0.211392105715805,0.263663634624915,0.0298776156051236,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0646881802252323,"Trailing hose","DM","Cattle/other"
168,4.14141414141414,5,0,40,7,100,"cattle/other",15,"bsth","dm 284","man.dm",4.14141414141414,15,"dm 284",0,0,0,0,1,168,168,0.000722222460272527,4.42469679033388,21.8161128984583,21.8161128984583,0.129857814871775,0.218161128984583,0.280544568466308,0.0296831354787293,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0670133303608995,"Trailing hose","DM","Cattle/other"
168,4.24242424242424,5,0,40,7,100,"cattle/other",15,"bsth","dm 286","man.dm",4.24242424242424,15,"dm 286",0,0,0,0,1,168,168,0.00079265248354473,4.40760924195091,22.5152335296469,22.5152335296469,0.134019247200279,0.225152335296469,0.298068790814107,0.0294899212672615,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0692129424876766,"Trailing hose","DM","Cattle/other"
168,4.34343434343434,5,0,40,7,100,"cattle/other",15,"bsth","dm 288","man.dm",4.34343434343434,15,"dm 288",0,0,0,0,1,168,168,0.000868445603062039,4.39032722660498,23.2350390933633,23.2350390933633,0.138303804127162,0.232350390933633,0.316206556032889,0.029297964730595,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0712607508079215,"Trailing hose","DM","Cattle/other"
168,4.44444444444444,5,0,40,7,100,"cattle/other",15,"bsth","dm 290","man.dm",4.44444444444444,15,"dm 290",0,0,0,0,0,168,168,0.00094979288977654,4.37292377664037,23.9737322089659,23.9737322089659,0.142700786958131,0.239737322089659,0.334921398785444,0.0291072576822413,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0731306184446604,"Trailing hose","DM","Cattle/other"
168,4.54545454545454,5,0,40,7,100,"cattle/other",15,"bsth","dm 292","man.dm",4.54545454545454,15,"dm 292",0,0,0,0,0,168,168,0.00103686379661848,4.35547760018043,24.7292585223807,24.7292585223807,0.147197967395124,0.247292585223808,0.354170183941919,0.0289177919889996,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.074797105028068,"Trailing hose","DM","Cattle/other"
168,4.64646464646465,5,0,40,7,100,"cattle/other",15,"bsth","dm 294","man.dm",4.64646464646465,15,"dm 294",0,0,0,0,0,168,168,0.00112980301802605,4.33807232762156,25.4993198141009,25.4993198141009,0.151781665560125,0.254993198141009,0.373903303488908,0.0287295595706101,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.076236067880298,"Trailing hose","DM","Cattle/other"
168,4.74747474747475,5,0,40,7,100,"cattle/other",15,"bsth","dm 296","man.dm",4.74747474747475,15,"dm 296",0,0,0,0,0,168,168,0.00122872767587476,4.32079559791364,26.2813933088835,26.2813933088835,0.15643686493383,0.262813933088835,0.394065027210112,0.0285425523994092,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0774252759834727,"Trailing hose","DM","Cattle/other"
168,4.84848484848485,5,0,40,7,100,"cattle/other",15,"bsth","dm 298","man.dm",4.84848484848485,15,"dm 298",0,0,0,0,0,168,168,0.00133372494221332,4.30373800014382,27.0727570757009,27.0727570757009,0.161147363545839,0.270727570757009,0.414594008280878,0.028356762499987,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0783450129149284,"Trailing hose","DM","Cattle/other"
168,4.94949494949495,5,0,40,7,100,"cattle/other",15,"bsth","dm 300","man.dm",4.94949494949495,15,"dm 300",0,0,0,0,0,168,168,0.00144485020039905,4.2869918931492,27.8705211478993,27.8705211478993,0.165895959213687,0.278705211478994,0.435423938669977,0.0281721819488474,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0789786431476418,"Trailing hose","DM","Cattle/other"
168,5.05050505050505,5,0,40,7,100,"cattle/other",15,"bsth","dm 302","man.dm",5.05050505050505,15,"dm 302",0,0,0,0,0,168,168,0.00156212583128105,4.27065013251542,28.6716637320825,28.6716637320825,0.17066466507192,0.286716637320825,0.456484342722159,0.0279888028740703,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0793131158341341,"Trailing hose","DM","Cattle/other"
168,5.15151515151515,5,0,40,7,100,"cattle/other",15,"bsth","dm 304","man.dm",5.15151515151515,15,"dm 304",0,0,0,0,0,168,168,0.00168554069045067,4.25480473988243,29.4730716270485,29.4730716270485,0.175434950161003,0.294730716270485,0.4777014909119,0.0278066174549755,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0793393816016349,"Trailing hose","DM","Cattle/other"
168,5.25252525252525,5,0,40,7,100,"cattle/other",15,"bsth","dm 306","man.dm",5.25252525252525,15,"dm 306",0,0,0,0,0,168,168,0.00181505031720813,4.23954555352702,30.271583758587,30.271583758587,0.180187998563018,0.30271583758587,0.498999409945573,0.0276256179217894,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0790527010223095,"Trailing hose","DM","Cattle/other"
168,5.35353535353535,5,0,40,7,100,"cattle/other",15,"bsth","dm 308","man.dm",5.35353535353535,15,"dm 308",0,0,0,0,0,168,168,0.00195057788718179,4.22495890136613,31.0640365682665,31.0640365682665,0.184904979573015,0.310640365682665,0.520300960564953,0.0274457965553137,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0784528281582687,"Trailing hose","DM","Cattle/other"
168,5.45454545454545,5,0,40,7,100,"cattle/other",15,"bsth","dm 310","man.dm",5.45454545454545,15,"dm 310",0,0,0,0,1,168,168,0.00209201589022902,4.21112633759745,31.8473098877212,31.8473098877212,0.189567320760245,0.318473098877212,0.54152895093254,0.027267145686596,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0775440586260183,"Trailing hose","DM","Cattle/other"
168,5.55555555555556,5,0,40,7,100,"cattle/other",15,"bsth","dm 312","man.dm",5.55555555555556,15,"dm 312",0,0,0,0,1,168,168,0.00223922848529409,4.19812348209699,32.6183718932374,32.6183718932374,0.194156975554984,0.326183718932374,0.56260725162786,0.0270896576966029,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0763351385460997,"Trailing hose","DM","Cattle/other"
168,5.65656565656566,5,0,40,7,100,"cattle/other",15,"bsth","dm 314","man.dm",5.65656565656566,15,"dm 314",0,0,0,0,1,168,168,0.00239205445626581,4.18601899753159,33.3743217721098,33.3743217721098,0.19865667721494,0.333743217721098,0.583461878199675,0.026913325015895,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0748390380083738,"Trailing hose","DM","Cattle/other"
168,5.75757575757576,5,0,40,7,100,"cattle/other",15,"bsth","dm 316","man.dm",5.75757575757576,15,"dm 316",0,0,0,0,1,168,168,0.00255031066936746,4.17487373318627,34.1124288399567,34.1124288399567,0.203050171666409,0.341124288399567,0.60402200890855,0.026738140124304,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0730725997168352,"Trailing hose","DM","Cattle/other"
168,5.85858585858586,5,0,40,7,100,"cattle/other",15,"bsth","dm 318","man.dm",5.85858585858586,15,"dm 318",0,0,0,0,1,168,168,0.00271379591468469,4.16474005716246,34.8301670190096,34.8301670190096,0.2073224227322,0.348301670190096,0.624220908624141,0.0265640955506122,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0710560797262432,"Trailing hose","DM","Cattle/other"
168,5.95959595959596,5,0,40,7,100,"cattle/other",15,"bsth","dm 320","man.dm",5.95959595959596,15,"dm 320",0,0,0,0,0,168,168,0.00288229500308694,4.15566139038118,35.5252438086615,35.5252438086615,0.211459784575366,0.355252438086615,0.643996734553216,0.0263911838722336,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0688126021755313,"Trailing hose","DM","Cattle/other"
168,6.06060606060606,5,0,40,7,100,"cattle/other",15,"bsth","dm 322","man.dm",6.06060606060606,15,"dm 322",0,0,0,0,0,168,168,0.00305558298546821,4.14767194728244,36.1956231351369,36.1956231351369,0.215450137709148,0.361956231351369,0.663293205212017,0.0262193977148976,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0663675533210679,"Trailing hose","DM","Cattle/other"
168,6.16161616161616,5,0,40,7,100,"cattle/other",15,"bsth","dm 324","man.dm",6.16161616161616,15,"dm 324",0,0,0,0,0,168,168,0.00323342936381099,4.14079667980049,36.8395417391849,36.8395417391849,0.219282986542767,0.368395417391849,0.682060120404687,0.0260487297523344,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0637479418007551,"Trailing hose","DM","Cattle/other"
168,6.26262626262626,5,0,40,7,100,"cattle/other",15,"bsth","dm 326","man.dm",6.26262626262626,15,"dm 326",0,0,0,0,0,168,168,0.00341560217243104,4.13505141361233,37.4555190312437,37.4555190312437,0.222949518043117,0.374555190312437,0.700253726494469,0.0258791727059623,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0609817519138205,"Trailing hose","DM","Cattle/other"
168,6.36363636363636,5,0,40,7,100,"cattle/other",15,"bsth","dm 328","man.dm",6.36363636363636,15,"dm 328",0,0,0,0,0,168,168,0.00360187182184821,4.13044315920617,38.0423605962519,38.0423605962519,0.226442622596737,0.380423605962519,0.717836927544763,0.0257107193445779,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0580973149358062,"Trailing hose","DM","Cattle/other"
168,6.46464646464646,5,0,40,7,100,"cattle/other",15,"bsth","dm 330","man.dm",6.46464646464646,15,"dm 330",0,0,0,0,1,168,168,0.00379201461571833,4.12697057527975,38.5991557516682,38.5991557516682,0.229756879474216,0.385991557516682,0.734779348607288,0.0255433624840471,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0551227203862219,"Trailing hose","DM","Cattle/other"
168,6.56565656565657,5,0,40,7,100,"cattle/other",15,"bsth","dm 332","man.dm",6.56565656565657,15,"dm 332",0,0,0,0,1,168,168,0.00398581587168528,4.12462455850538,39.1252697425276,39.1252697425276,0.232888510372188,0.391252697425276,0.75105726227007,0.0253770949869989,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.05208528509508,"Trailing hose","DM","Cattle/other"
168,6.66666666666667,5,0,40,7,100,"cattle/other",15,"bsth","dm 334","man.dm",6.66666666666667,15,"dm 334",0,0,0,0,1,168,168,0.00418307259840703,4.12338893180946,39.6203312907924,39.6203312907924,0.235835305302336,0.396203312907924,0.766653393367987,0.0252119097625212,0.0332176077267397,0.00188670464186193,1,0.0162240199768167,"3",0.0490110932782159,"Trailing hose","DM","Cattle/other"
